utc_timestamp,cet_cest_timestamp,DE_load_actual_entsoe_transparency,DE_solar_profile,DE_wind_profile
2016-12-31T23:00:00Z,2017-01-01T00:00:00+0100,44512,0,0.3146
2017-01-01T00:00:00Z,2017-01-01T01:00:00+0100,43202,0,0.3134
2017-01-01T01:00:00Z,2017-01-01T02:00:00+0100,42064,0,0.3076
2017-01-01T02:00:00Z,2017-01-01T03:00:00+0100,40523,0,0.3005
2017-01-01T03:00:00Z,2017-01-01T04:00:00+0100,39793,0,0.3032
2017-01-01T04:00:00Z,2017-01-01T05:00:00+0100,38554,0,0.3112
2017-01-01T05:00:00Z,2017-01-01T06:00:00+0100,37398,0,0.3244
2017-01-01T06:00:00Z,2017-01-01T07:00:00+0100,38041,0,0.3244
2017-01-01T07:00:00Z,2017-01-01T08:00:00+0100,38669,0.0068,0.3226
2017-01-01T08:00:00Z,2017-01-01T09:00:00+0100,41774,0.0513,0.3206
2017-01-01T09:00:00Z,2017-01-01T10:00:00+0100,44750,0.1152,0.2959
2017-01-01T10:00:00Z,2017-01-01T11:00:00+0100,47242,0.1681,0.2713
2017-01-01T11:00:00Z,2017-01-01T12:00:00+0100,44897,0.195,0.2496
2017-01-01T12:00:00Z,2017-01-01T13:00:00+0100,40823,0.1744,0.2248
2017-01-01T13:00:00Z,2017-01-01T14:00:00+0100,41061,0.1141,0.2005
2017-01-01T14:00:00Z,2017-01-01T15:00:00+0100,41734,0.0409,0.1835
2017-01-01T15:00:00Z,2017-01-01T16:00:00+0100,43880,0.0029,0.1866
2017-01-01T16:00:00Z,2017-01-01T17:00:00+0100,47693,0,0.1986
2017-01-01T17:00:00Z,2017-01-01T18:00:00+0100,48281,0,0.2014
2017-01-01T18:00:00Z,2017-01-01T19:00:00+0100,47113,0,0.2086
2017-01-01T19:00:00Z,2017-01-01T20:00:00+0100,44660,0,0.2263
2017-01-01T20:00:00Z,2017-01-01T21:00:00+0100,42549,0,0.2353
2017-01-01T21:00:00Z,2017-01-01T22:00:00+0100,42645,0,0.2517
2017-01-01T22:00:00Z,2017-01-01T23:00:00+0100,40386,0,0.2501
2017-01-01T23:00:00Z,2017-01-02T00:00:00+0100,37959,0,0.2527
2017-01-02T00:00:00Z,2017-01-02T01:00:00+0100,36057,0,0.2633
2017-01-02T01:00:00Z,2017-01-02T02:00:00+0100,35729,0,0.2592
2017-01-02T02:00:00Z,2017-01-02T03:00:00+0100,35852,0,0.2589
2017-01-02T03:00:00Z,2017-01-02T04:00:00+0100,37055,0,0.2445
2017-01-02T04:00:00Z,2017-01-02T05:00:00+0100,39786,0,0.242
2017-01-02T05:00:00Z,2017-01-02T06:00:00+0100,46293,0,0.2474
2017-01-02T06:00:00Z,2017-01-02T07:00:00+0100,52538,0,0.2432
2017-01-02T07:00:00Z,2017-01-02T08:00:00+0100,56722,0.0026,0.2326
2017-01-02T08:00:00Z,2017-01-02T09:00:00+0100,61431,0.019,0.2145
2017-01-02T09:00:00Z,2017-01-02T10:00:00+0100,65641,0.04,0.2105
2017-01-02T10:00:00Z,2017-01-02T11:00:00+0100,66904,0.0591,0.2004
2017-01-02T11:00:00Z,2017-01-02T12:00:00+0100,66761,0.0706,0.2055
2017-01-02T12:00:00Z,2017-01-02T13:00:00+0100,65467,0.0622,0.2059
2017-01-02T13:00:00Z,2017-01-02T14:00:00+0100,64122,0.0387,0.2144
2017-01-02T14:00:00Z,2017-01-02T15:00:00+0100,63605,0.0137,0.2154
2017-01-02T15:00:00Z,2017-01-02T16:00:00+0100,64537,0.0012,0.2252
2017-01-02T16:00:00Z,2017-01-02T17:00:00+0100,67513,0,0.2473
2017-01-02T17:00:00Z,2017-01-02T18:00:00+0100,67147,0,0.2741
2017-01-02T18:00:00Z,2017-01-02T19:00:00+0100,66214,0,0.2835
2017-01-02T19:00:00Z,2017-01-02T20:00:00+0100,62083,0,0.2837
2017-01-02T20:00:00Z,2017-01-02T21:00:00+0100,58868,0,0.2906
2017-01-02T21:00:00Z,2017-01-02T22:00:00+0100,57582,0,0.3003
2017-01-02T22:00:00Z,2017-01-02T23:00:00+0100,54016,0,0.3198
2017-01-02T23:00:00Z,2017-01-03T00:00:00+0100,51119,0,0.3366
2017-01-03T00:00:00Z,2017-01-03T01:00:00+0100,48687,0,0.3394
2017-01-03T01:00:00Z,2017-01-03T02:00:00+0100,47412,0,0.3493
2017-01-03T02:00:00Z,2017-01-03T03:00:00+0100,47285,0,0.3713
2017-01-03T03:00:00Z,2017-01-03T04:00:00+0100,48268,0,0.3846
2017-01-03T04:00:00Z,2017-01-03T05:00:00+0100,50501,0,0.4025
2017-01-03T05:00:00Z,2017-01-03T06:00:00+0100,55998,0,0.4233
2017-01-03T06:00:00Z,2017-01-03T07:00:00+0100,62206,0,0.4517
2017-01-03T07:00:00Z,2017-01-03T08:00:00+0100,66092,0.0017,0.464
2017-01-03T08:00:00Z,2017-01-03T09:00:00+0100,67579,0.0132,0.4912
2017-01-03T09:00:00Z,2017-01-03T10:00:00+0100,69181,0.0287,0.5284
2017-01-03T10:00:00Z,2017-01-03T11:00:00+0100,70821,0.0447,0.5655
2017-01-03T11:00:00Z,2017-01-03T12:00:00+0100,71077,0.0528,0.5934
2017-01-03T12:00:00Z,2017-01-03T13:00:00+0100,70540,0.0469,0.6165
2017-01-03T13:00:00Z,2017-01-03T14:00:00+0100,70128,0.03,0.6288
2017-01-03T14:00:00Z,2017-01-03T15:00:00+0100,69906,0.0108,0.652
2017-01-03T15:00:00Z,2017-01-03T16:00:00+0100,71245,0.0012,0.6742
2017-01-03T16:00:00Z,2017-01-03T17:00:00+0100,74023,0,0.6918
2017-01-03T17:00:00Z,2017-01-03T18:00:00+0100,73500,0,0.7085
2017-01-03T18:00:00Z,2017-01-03T19:00:00+0100,72157,0,0.7183
2017-01-03T19:00:00Z,2017-01-03T20:00:00+0100,68455,0,0.7279
2017-01-03T20:00:00Z,2017-01-03T21:00:00+0100,65565,0,0.7286
2017-01-03T21:00:00Z,2017-01-03T22:00:00+0100,62928,0,0.7078
2017-01-03T22:00:00Z,2017-01-03T23:00:00+0100,58262,0,0.7018
2017-01-03T23:00:00Z,2017-01-04T00:00:00+0100,54015,0,0.6658
2017-01-04T00:00:00Z,2017-01-04T01:00:00+0100,52223,0,0.6476
2017-01-04T01:00:00Z,2017-01-04T02:00:00+0100,51392,0,0.6317
2017-01-04T02:00:00Z,2017-01-04T03:00:00+0100,51524,0,0.6247
2017-01-04T03:00:00Z,2017-01-04T04:00:00+0100,52356,0,0.626
2017-01-04T04:00:00Z,2017-01-04T05:00:00+0100,54685,0,0.6288
2017-01-04T05:00:00Z,2017-01-04T06:00:00+0100,60151,0,0.6464
2017-01-04T06:00:00Z,2017-01-04T07:00:00+0100,66821,0,0.6654
2017-01-04T07:00:00Z,2017-01-04T08:00:00+0100,70048,0.0012,0.6806
2017-01-04T08:00:00Z,2017-01-04T09:00:00+0100,71458,0.0166,0.6713
2017-01-04T09:00:00Z,2017-01-04T10:00:00+0100,72289,0.043,0.6578
2017-01-04T10:00:00Z,2017-01-04T11:00:00+0100,73060,0.0645,0.6566
2017-01-04T11:00:00Z,2017-01-04T12:00:00+0100,72965,0.073,0.6573
2017-01-04T12:00:00Z,2017-01-04T13:00:00+0100,71861,0.063,0.6407
2017-01-04T13:00:00Z,2017-01-04T14:00:00+0100,70186,0.0392,0.6146
2017-01-04T14:00:00Z,2017-01-04T15:00:00+0100,69363,0.0137,0.5932
2017-01-04T15:00:00Z,2017-01-04T16:00:00+0100,70147,0.0011,0.5695
2017-01-04T16:00:00Z,2017-01-04T17:00:00+0100,71641,0,0.5314
2017-01-04T17:00:00Z,2017-01-04T18:00:00+0100,70687,0,0.5196
2017-01-04T18:00:00Z,2017-01-04T19:00:00+0100,69214,0,0.5125
2017-01-04T19:00:00Z,2017-01-04T20:00:00+0100,65553,0,0.4865
2017-01-04T20:00:00Z,2017-01-04T21:00:00+0100,62177,0,0.4718
2017-01-04T21:00:00Z,2017-01-04T22:00:00+0100,60257,0,0.4409
2017-01-04T22:00:00Z,2017-01-04T23:00:00+0100,56170,0,0.4267
2017-01-04T23:00:00Z,2017-01-05T00:00:00+0100,52265,0,0.399
2017-01-05T00:00:00Z,2017-01-05T01:00:00+0100,49785,0,0.3701
2017-01-05T01:00:00Z,2017-01-05T02:00:00+0100,48619,0,0.3521
2017-01-05T02:00:00Z,2017-01-05T03:00:00+0100,48531,0,0.3319
2017-01-05T03:00:00Z,2017-01-05T04:00:00+0100,49282,0,0.3175
2017-01-05T04:00:00Z,2017-01-05T05:00:00+0100,51739,0,0.3021
2017-01-05T05:00:00Z,2017-01-05T06:00:00+0100,57214,0,0.2827
2017-01-05T06:00:00Z,2017-01-05T07:00:00+0100,63352,0,0.2747
2017-01-05T07:00:00Z,2017-01-05T08:00:00+0100,66362,0.0028,0.2658
2017-01-05T08:00:00Z,2017-01-05T09:00:00+0100,67386,0.0312,0.2508
2017-01-05T09:00:00Z,2017-01-05T10:00:00+0100,68029,0.0736,0.2418
2017-01-05T10:00:00Z,2017-01-05T11:00:00+0100,68309,0.1052,0.2444
2017-01-05T11:00:00Z,2017-01-05T12:00:00+0100,68622,0.1096,0.2462
2017-01-05T12:00:00Z,2017-01-05T13:00:00+0100,67778,0.0954,0.2256
2017-01-05T13:00:00Z,2017-01-05T14:00:00+0100,66973,0.065,0.2028
2017-01-05T14:00:00Z,2017-01-05T15:00:00+0100,66289,0.0265,0.193
2017-01-05T15:00:00Z,2017-01-05T16:00:00+0100,67021,0.0024,0.1812
2017-01-05T16:00:00Z,2017-01-05T17:00:00+0100,70357,0,0.1756
2017-01-05T17:00:00Z,2017-01-05T18:00:00+0100,70218,0,0.1666
2017-01-05T18:00:00Z,2017-01-05T19:00:00+0100,68733,0,0.1504
2017-01-05T19:00:00Z,2017-01-05T20:00:00+0100,64816,0,0.1377
2017-01-05T20:00:00Z,2017-01-05T21:00:00+0100,61304,0,0.1258
2017-01-05T21:00:00Z,2017-01-05T22:00:00+0100,59659,0,0.1112
2017-01-05T22:00:00Z,2017-01-05T23:00:00+0100,56111,0,0.1011
2017-01-05T23:00:00Z,2017-01-06T00:00:00+0100,53328,0,0.0861
2017-01-06T00:00:00Z,2017-01-06T01:00:00+0100,51199,0,0.0784
2017-01-06T01:00:00Z,2017-01-06T02:00:00+0100,50122,0,0.0742
2017-01-06T02:00:00Z,2017-01-06T03:00:00+0100,49859,0,0.0724
2017-01-06T03:00:00Z,2017-01-06T04:00:00+0100,49907,0,0.0736
2017-01-06T04:00:00Z,2017-01-06T05:00:00+0100,51197,0,0.0697
2017-01-06T05:00:00Z,2017-01-06T06:00:00+0100,54509,0,0.0694
2017-01-06T06:00:00Z,2017-01-06T07:00:00+0100,59626,0,0.0751
2017-01-06T07:00:00Z,2017-01-06T08:00:00+0100,62402,0.0032,0.0717
2017-01-06T08:00:00Z,2017-01-06T09:00:00+0100,63147,0.0412,0.0632
2017-01-06T09:00:00Z,2017-01-06T10:00:00+0100,63468,0.1,0.0555
2017-01-06T10:00:00Z,2017-01-06T11:00:00+0100,63709,0.1541,0.0516
2017-01-06T11:00:00Z,2017-01-06T12:00:00+0100,63489,0.1793,0.0574
2017-01-06T12:00:00Z,2017-01-06T13:00:00+0100,62200,0.1684,0.0634
2017-01-06T13:00:00Z,2017-01-06T14:00:00+0100,60761,0.1194,0.066
2017-01-06T14:00:00Z,2017-01-06T15:00:00+0100,60282,0.0503,0.073
2017-01-06T15:00:00Z,2017-01-06T16:00:00+0100,61653,0.0045,0.0842
2017-01-06T16:00:00Z,2017-01-06T17:00:00+0100,65179,0,0.102
2017-01-06T17:00:00Z,2017-01-06T18:00:00+0100,65631,0,0.1271
2017-01-06T18:00:00Z,2017-01-06T19:00:00+0100,64357,0,0.151
2017-01-06T19:00:00Z,2017-01-06T20:00:00+0100,61440,0,0.1614
2017-01-06T20:00:00Z,2017-01-06T21:00:00+0100,59051,0,0.1636
2017-01-06T21:00:00Z,2017-01-06T22:00:00+0100,58065,0,0.173
2017-01-06T22:00:00Z,2017-01-06T23:00:00+0100,55487,0,0.1835
2017-01-06T23:00:00Z,2017-01-07T00:00:00+0100,53200,0,0.1979
2017-01-07T00:00:00Z,2017-01-07T01:00:00+0100,50866,0,0.2079
2017-01-07T01:00:00Z,2017-01-07T02:00:00+0100,49344,0,0.2182
2017-01-07T02:00:00Z,2017-01-07T03:00:00+0100,48218,0,0.2245
2017-01-07T03:00:00Z,2017-01-07T04:00:00+0100,47708,0,0.2331
2017-01-07T04:00:00Z,2017-01-07T05:00:00+0100,47350,0,0.2447
2017-01-07T05:00:00Z,2017-01-07T06:00:00+0100,47371,0,0.2516
2017-01-07T06:00:00Z,2017-01-07T07:00:00+0100,49892,0,0.2534
2017-01-07T07:00:00Z,2017-01-07T08:00:00+0100,53761,0.0023,0.2616
2017-01-07T08:00:00Z,2017-01-07T09:00:00+0100,57396,0.0161,0.2628
2017-01-07T09:00:00Z,2017-01-07T10:00:00+0100,59785,0.0338,0.2502
2017-01-07T10:00:00Z,2017-01-07T11:00:00+0100,60931,0.0436,0.2429
2017-01-07T11:00:00Z,2017-01-07T12:00:00+0100,61002,0.044,0.2225
2017-01-07T12:00:00Z,2017-01-07T13:00:00+0100,59433,0.0363,0.2145
2017-01-07T13:00:00Z,2017-01-07T14:00:00+0100,57824,0.0215,0.2148
2017-01-07T14:00:00Z,2017-01-07T15:00:00+0100,57885,0.008,0.2178
2017-01-07T15:00:00Z,2017-01-07T16:00:00+0100,59516,0.0007,0.2176
2017-01-07T16:00:00Z,2017-01-07T17:00:00+0100,62762,0,0.2058
2017-01-07T17:00:00Z,2017-01-07T18:00:00+0100,63179,0,0.1932
2017-01-07T18:00:00Z,2017-01-07T19:00:00+0100,61106,0,0.1802
2017-01-07T19:00:00Z,2017-01-07T20:00:00+0100,57282,0,0.1775
2017-01-07T20:00:00Z,2017-01-07T21:00:00+0100,55239,0,0.1821
2017-01-07T21:00:00Z,2017-01-07T22:00:00+0100,54641,0,0.1697
2017-01-07T22:00:00Z,2017-01-07T23:00:00+0100,51615,0,0.1576
2017-01-07T23:00:00Z,2017-01-08T00:00:00+0100,48830,0,0.137
2017-01-08T00:00:00Z,2017-01-08T01:00:00+0100,46363,0,0.1194
2017-01-08T01:00:00Z,2017-01-08T02:00:00+0100,44705,0,0.0978
2017-01-08T02:00:00Z,2017-01-08T03:00:00+0100,43605,0,0.0811
2017-01-08T03:00:00Z,2017-01-08T04:00:00+0100,43103,0,0.0707
2017-01-08T04:00:00Z,2017-01-08T05:00:00+0100,42038,0,0.0602
2017-01-08T05:00:00Z,2017-01-08T06:00:00+0100,40969,0,0.0536
2017-01-08T06:00:00Z,2017-01-08T07:00:00+0100,42552,0,0.0456
2017-01-08T07:00:00Z,2017-01-08T08:00:00+0100,45616,0.0005,0.0328
2017-01-08T08:00:00Z,2017-01-08T09:00:00+0100,49426,0.0058,0.0252
2017-01-08T09:00:00Z,2017-01-08T10:00:00+0100,52550,0.0152,0.0202
2017-01-08T10:00:00Z,2017-01-08T11:00:00+0100,55391,0.0238,0.0158
2017-01-08T11:00:00Z,2017-01-08T12:00:00+0100,55272,0.0274,0.0128
2017-01-08T12:00:00Z,2017-01-08T13:00:00+0100,53192,0.025,0.0101
2017-01-08T13:00:00Z,2017-01-08T14:00:00+0100,51662,0.0174,0.0071
2017-01-08T14:00:00Z,2017-01-08T15:00:00+0100,51315,0.0068,0.0058
2017-01-08T15:00:00Z,2017-01-08T16:00:00+0100,52863,0.0006,0.0059
2017-01-08T16:00:00Z,2017-01-08T17:00:00+0100,57082,0,0.008
2017-01-08T17:00:00Z,2017-01-08T18:00:00+0100,58014,0,0.0104
2017-01-08T18:00:00Z,2017-01-08T19:00:00+0100,56777,0,0.0146
2017-01-08T19:00:00Z,2017-01-08T20:00:00+0100,54660,0,0.0203
2017-01-08T20:00:00Z,2017-01-08T21:00:00+0100,52747,0,0.0249
2017-01-08T21:00:00Z,2017-01-08T22:00:00+0100,52853,0,0.027
2017-01-08T22:00:00Z,2017-01-08T23:00:00+0100,50152,0,0.0326
2017-01-08T23:00:00Z,2017-01-09T00:00:00+0100,47881,0,0.0391
2017-01-09T00:00:00Z,2017-01-09T01:00:00+0100,46098,0,0.0442
2017-01-09T01:00:00Z,2017-01-09T02:00:00+0100,45239,0,0.0474
2017-01-09T02:00:00Z,2017-01-09T03:00:00+0100,45647,0,0.0545
2017-01-09T03:00:00Z,2017-01-09T04:00:00+0100,46912,0,0.0639
2017-01-09T04:00:00Z,2017-01-09T05:00:00+0100,50588,0,0.071
2017-01-09T05:00:00Z,2017-01-09T06:00:00+0100,59431,0,0.0778
2017-01-09T06:00:00Z,2017-01-09T07:00:00+0100,66379,0,0.0916
2017-01-09T07:00:00Z,2017-01-09T08:00:00+0100,69733,0.0008,0.1077
2017-01-09T08:00:00Z,2017-01-09T09:00:00+0100,70256,0.0079,0.1156
2017-01-09T09:00:00Z,2017-01-09T10:00:00+0100,71223,0.0202,0.116
2017-01-09T10:00:00Z,2017-01-09T11:00:00+0100,71748,0.0331,0.1167
2017-01-09T11:00:00Z,2017-01-09T12:00:00+0100,71884,0.0403,0.1196
2017-01-09T12:00:00Z,2017-01-09T13:00:00+0100,71372,0.0367,0.1264
2017-01-09T13:00:00Z,2017-01-09T14:00:00+0100,70632,0.0252,0.1333
2017-01-09T14:00:00Z,2017-01-09T15:00:00+0100,69830,0.0088,0.148
2017-01-09T15:00:00Z,2017-01-09T16:00:00+0100,70126,0.0009,0.1821
2017-01-09T16:00:00Z,2017-01-09T17:00:00+0100,72921,0,0.2155
2017-01-09T17:00:00Z,2017-01-09T18:00:00+0100,72862,0,0.2425
2017-01-09T18:00:00Z,2017-01-09T19:00:00+0100,71428,0,0.266
2017-01-09T19:00:00Z,2017-01-09T20:00:00+0100,67479,0,0.2879
2017-01-09T20:00:00Z,2017-01-09T21:00:00+0100,64387,0,0.3038
2017-01-09T21:00:00Z,2017-01-09T22:00:00+0100,61517,0,0.3083
2017-01-09T22:00:00Z,2017-01-09T23:00:00+0100,57140,0,0.3201
2017-01-09T23:00:00Z,2017-01-10T00:00:00+0100,54384,0,0.3311
2017-01-10T00:00:00Z,2017-01-10T01:00:00+0100,52391,0,0.3401
2017-01-10T01:00:00Z,2017-01-10T02:00:00+0100,51101,0,0.3442
2017-01-10T02:00:00Z,2017-01-10T03:00:00+0100,51478,0,0.3502
2017-01-10T03:00:00Z,2017-01-10T04:00:00+0100,52415,0,0.343
2017-01-10T04:00:00Z,2017-01-10T05:00:00+0100,55533,0,0.3278
2017-01-10T05:00:00Z,2017-01-10T06:00:00+0100,63382,0,0.3243
2017-01-10T06:00:00Z,2017-01-10T07:00:00+0100,70652,0,0.2957
2017-01-10T07:00:00Z,2017-01-10T08:00:00+0100,72477,0.0019,0.253
2017-01-10T08:00:00Z,2017-01-10T09:00:00+0100,72341,0.0177,0.2346
2017-01-10T09:00:00Z,2017-01-10T10:00:00+0100,73139,0.0452,0.2152
2017-01-10T10:00:00Z,2017-01-10T11:00:00+0100,73902,0.0633,0.201
2017-01-10T11:00:00Z,2017-01-10T12:00:00+0100,73287,0.0689,0.1924
2017-01-10T12:00:00Z,2017-01-10T13:00:00+0100,72580,0.0621,0.1816
2017-01-10T13:00:00Z,2017-01-10T14:00:00+0100,71664,0.0433,0.1667
2017-01-10T14:00:00Z,2017-01-10T15:00:00+0100,70694,0.0171,0.1579
2017-01-10T15:00:00Z,2017-01-10T16:00:00+0100,70613,0.0014,0.1626
2017-01-10T16:00:00Z,2017-01-10T17:00:00+0100,73630,0,0.1788
2017-01-10T17:00:00Z,2017-01-10T18:00:00+0100,73546,0,0.1894
2017-01-10T18:00:00Z,2017-01-10T19:00:00+0100,71997,0,0.194
2017-01-10T19:00:00Z,2017-01-10T20:00:00+0100,67711,0,0.2022
2017-01-10T20:00:00Z,2017-01-10T21:00:00+0100,64544,0,0.2115
2017-01-10T21:00:00Z,2017-01-10T22:00:00+0100,62042,0,0.2081
2017-01-10T22:00:00Z,2017-01-10T23:00:00+0100,58000,0,0.2119
2017-01-10T23:00:00Z,2017-01-11T00:00:00+0100,54233,0,0.2248
2017-01-11T00:00:00Z,2017-01-11T01:00:00+0100,52005,0,0.2422
2017-01-11T01:00:00Z,2017-01-11T02:00:00+0100,50981,0,0.2651
2017-01-11T02:00:00Z,2017-01-11T03:00:00+0100,50998,0,0.2908
2017-01-11T03:00:00Z,2017-01-11T04:00:00+0100,52138,0,0.3266
2017-01-11T04:00:00Z,2017-01-11T05:00:00+0100,55487,0,0.37
2017-01-11T05:00:00Z,2017-01-11T06:00:00+0100,63341,0,0.4387
2017-01-11T06:00:00Z,2017-01-11T07:00:00+0100,71012,0,0.4938
2017-01-11T07:00:00Z,2017-01-11T08:00:00+0100,74361,0.0018,0.5418
2017-01-11T08:00:00Z,2017-01-11T09:00:00+0100,75335,0.0137,0.5772
2017-01-11T09:00:00Z,2017-01-11T10:00:00+0100,76606,0.0247,0.6177
2017-01-11T10:00:00Z,2017-01-11T11:00:00+0100,77636,0.0337,0.6429
2017-01-11T11:00:00Z,2017-01-11T12:00:00+0100,77509,0.037,0.6457
2017-01-11T12:00:00Z,2017-01-11T13:00:00+0100,76944,0.034,0.6347
2017-01-11T13:00:00Z,2017-01-11T14:00:00+0100,75566,0.0247,0.6189
2017-01-11T14:00:00Z,2017-01-11T15:00:00+0100,74421,0.0106,0.6258
2017-01-11T15:00:00Z,2017-01-11T16:00:00+0100,74112,0.0011,0.6239
2017-01-11T16:00:00Z,2017-01-11T17:00:00+0100,75912,0,0.6064
2017-01-11T17:00:00Z,2017-01-11T18:00:00+0100,75556,0,0.6135
2017-01-11T18:00:00Z,2017-01-11T19:00:00+0100,74006,0,0.62
2017-01-11T19:00:00Z,2017-01-11T20:00:00+0100,70075,0,0.6404
2017-01-11T20:00:00Z,2017-01-11T21:00:00+0100,66368,0,0.6458
2017-01-11T21:00:00Z,2017-01-11T22:00:00+0100,63924,0,0.6274
2017-01-11T22:00:00Z,2017-01-11T23:00:00+0100,59549,0,0.6322
2017-01-11T23:00:00Z,2017-01-12T00:00:00+0100,56120,0,0.6352
2017-01-12T00:00:00Z,2017-01-12T01:00:00+0100,53896,0,0.6278
2017-01-12T01:00:00Z,2017-01-12T02:00:00+0100,52948,0,0.6191
2017-01-12T02:00:00Z,2017-01-12T03:00:00+0100,52904,0,0.6137
2017-01-12T03:00:00Z,2017-01-12T04:00:00+0100,54431,0,0.6082
2017-01-12T04:00:00Z,2017-01-12T05:00:00+0100,56951,0,0.6021
2017-01-12T05:00:00Z,2017-01-12T06:00:00+0100,64590,0,0.6263
2017-01-12T06:00:00Z,2017-01-12T07:00:00+0100,71323,0,0.6165
2017-01-12T07:00:00Z,2017-01-12T08:00:00+0100,74030,0.002,0.6121
2017-01-12T08:00:00Z,2017-01-12T09:00:00+0100,73693,0.0222,0.6054
2017-01-12T09:00:00Z,2017-01-12T10:00:00+0100,74476,0.0596,0.6032
2017-01-12T10:00:00Z,2017-01-12T11:00:00+0100,75088,0.0855,0.6061
2017-01-12T11:00:00Z,2017-01-12T12:00:00+0100,74688,0.099,0.6006
2017-01-12T12:00:00Z,2017-01-12T13:00:00+0100,74448,0.0866,0.5756
2017-01-12T13:00:00Z,2017-01-12T14:00:00+0100,72803,0.0572,0.5212
2017-01-12T14:00:00Z,2017-01-12T15:00:00+0100,71638,0.0244,0.4838
2017-01-12T15:00:00Z,2017-01-12T16:00:00+0100,71475,0.0028,0.4316
2017-01-12T16:00:00Z,2017-01-12T17:00:00+0100,73816,0.0001,0.3846
2017-01-12T17:00:00Z,2017-01-12T18:00:00+0100,73152,0,0.3346
2017-01-12T18:00:00Z,2017-01-12T19:00:00+0100,70576,0,0.3103
2017-01-12T19:00:00Z,2017-01-12T20:00:00+0100,66491,0,0.3059
2017-01-12T20:00:00Z,2017-01-12T21:00:00+0100,62922,0,0.2953
2017-01-12T21:00:00Z,2017-01-12T22:00:00+0100,60351,0,0.2898
2017-01-12T22:00:00Z,2017-01-12T23:00:00+0100,56244,0,0.3047
2017-01-12T23:00:00Z,2017-01-13T00:00:00+0100,52910,0,0.3251
2017-01-13T00:00:00Z,2017-01-13T01:00:00+0100,51350,0,0.348
2017-01-13T01:00:00Z,2017-01-13T02:00:00+0100,51235,0,0.3622
2017-01-13T02:00:00Z,2017-01-13T03:00:00+0100,51443,0,0.3768
2017-01-13T03:00:00Z,2017-01-13T04:00:00+0100,52798,0,0.415
2017-01-13T04:00:00Z,2017-01-13T05:00:00+0100,55926,0,0.4394
2017-01-13T05:00:00Z,2017-01-13T06:00:00+0100,63677,0,0.4639
2017-01-13T06:00:00Z,2017-01-13T07:00:00+0100,70587,0,0.4799
2017-01-13T07:00:00Z,2017-01-13T08:00:00+0100,73459,0.0028,0.4962
2017-01-13T08:00:00Z,2017-01-13T09:00:00+0100,73963,0.0202,0.4812
2017-01-13T09:00:00Z,2017-01-13T10:00:00+0100,74447,0.0448,0.4814
2017-01-13T10:00:00Z,2017-01-13T11:00:00+0100,74908,0.0624,0.475
2017-01-13T11:00:00Z,2017-01-13T12:00:00+0100,74346,0.0722,0.4558
2017-01-13T12:00:00Z,2017-01-13T13:00:00+0100,73104,0.0689,0.4565
2017-01-13T13:00:00Z,2017-01-13T14:00:00+0100,71260,0.0528,0.4526
2017-01-13T14:00:00Z,2017-01-13T15:00:00+0100,69688,0.0246,0.4402
2017-01-13T15:00:00Z,2017-01-13T16:00:00+0100,70252,0.0032,0.4474
2017-01-13T16:00:00Z,2017-01-13T17:00:00+0100,72833,0.0001,0.4517
2017-01-13T17:00:00Z,2017-01-13T18:00:00+0100,72655,0,0.4614
2017-01-13T18:00:00Z,2017-01-13T19:00:00+0100,70831,0,0.4473
2017-01-13T19:00:00Z,2017-01-13T20:00:00+0100,66954,0,0.4389
2017-01-13T20:00:00Z,2017-01-13T21:00:00+0100,63366,0,0.4226
2017-01-13T21:00:00Z,2017-01-13T22:00:00+0100,61397,0,0.4126
2017-01-13T22:00:00Z,2017-01-13T23:00:00+0100,58221,0,0.4132
2017-01-13T23:00:00Z,2017-01-14T00:00:00+0100,54748,0,0.4344
2017-01-14T00:00:00Z,2017-01-14T01:00:00+0100,52471,0,0.4626
2017-01-14T01:00:00Z,2017-01-14T02:00:00+0100,51487,0,0.4728
2017-01-14T02:00:00Z,2017-01-14T03:00:00+0100,51014,0,0.4702
2017-01-14T03:00:00Z,2017-01-14T04:00:00+0100,50614,0,0.4599
2017-01-14T04:00:00Z,2017-01-14T05:00:00+0100,49623,0,0.4508
2017-01-14T05:00:00Z,2017-01-14T06:00:00+0100,49747,0,0.4635
2017-01-14T06:00:00Z,2017-01-14T07:00:00+0100,52574,0,0.4456
2017-01-14T07:00:00Z,2017-01-14T08:00:00+0100,56354,0.0019,0.4178
2017-01-14T08:00:00Z,2017-01-14T09:00:00+0100,59201,0.0194,0.3881
2017-01-14T09:00:00Z,2017-01-14T10:00:00+0100,60898,0.0443,0.3746
2017-01-14T10:00:00Z,2017-01-14T11:00:00+0100,61951,0.0706,0.3772
2017-01-14T11:00:00Z,2017-01-14T12:00:00+0100,61785,0.0897,0.3902
2017-01-14T12:00:00Z,2017-01-14T13:00:00+0100,60104,0.0895,0.3872
2017-01-14T13:00:00Z,2017-01-14T14:00:00+0100,59038,0.0647,0.3958
2017-01-14T14:00:00Z,2017-01-14T15:00:00+0100,58323,0.0288,0.3939
2017-01-14T15:00:00Z,2017-01-14T16:00:00+0100,58859,0.0034,0.4037
2017-01-14T16:00:00Z,2017-01-14T17:00:00+0100,62029,0.0001,0.4094
2017-01-14T17:00:00Z,2017-01-14T18:00:00+0100,62311,0,0.43
